lead_id,lead_source,total_time_spent,pages_visited,email_opened,last_activity,lead_score,converted
553,Referral,293,41,Yes,Downloaded Brochure,68,0
554,Social Media,20,23,No,Contacted Support,61,0
555,Cold Call,297,41,No,Contacted Support,11,0
556,Email,346,22,Yes,Submitted Form,13,1
557,Website,23,20,Yes,Submitted Form,61,0
558,Cold Call,294,1,No,Contacted Support,11,1
559,Referral,380,4,No,Downloaded Brochure,16,0
560,Email,439,31,No,Clicked Ad,62,0
561,Cold Call,437,10,Yes,Contacted Support,34,0
562,Email,477,13,No,Clicked Ad,47,0
563,Social Media,395,45,No,Contacted Support,87,0
564,Social Media,128,2,Yes,Downloaded Brochure,78,0
565,Social Media,146,48,No,Submitted Form,70,0
566,Website,242,17,No,Contacted Support,51,0
567,Referral,30,37,Yes,Clicked Ad,21,0
568,Cold Call,237,9,No,Downloaded Brochure,22,0
569,Website,248,35,Yes,Submitted Form,23,0
570,Referral,237,7,Yes,Contacted Support,85,0
571,Referral,488,11,No,Downloaded Brochure,84,0
572,Website,294,19,Yes,Downloaded Brochure,38,0
573,Referral,99,16,No,Downloaded Brochure,55,0
574,Social Media,57,7,Yes,Clicked Ad,27,0
575,Website,440,27,No,Clicked Ad,39,0
576,Referral,212,40,Yes,Clicked Ad,64,0
577,Cold Call,377,31,No,Downloaded Brochure,18,0
578,Referral,22,43,No,Downloaded Brochure,93,0
579,Website,420,21,No,Downloaded Brochure,67,0
580,Social Media,490,14,No,Submitted Form,46,0
581,Email,131,32,Yes,Clicked Ad,23,1
582,Website,49,14,Yes,Clicked Ad,38,0
583,Cold Call,396,8,Yes,Submitted Form,12,0
584,Cold Call,105,5,Yes,Downloaded Brochure,35,0
585,Email,229,41,No,Submitted Form,82,1
586,Referral,446,27,Yes,Contacted Support,49,1
587,Social Media,218,32,Yes,Downloaded Brochure,41,1
588,Email,61,12,No,Submitted Form,81,1
589,Social Media,21,28,Yes,Downloaded Brochure,58,0
590,Email,111,33,Yes,Clicked Ad,58,0
591,Cold Call,190,20,No,Downloaded Brochure,32,1
592,Email,148,40,Yes,Contacted Support,93,0
593,Cold Call,35,23,Yes,Downloaded Brochure,33,0
594,Website,108,6,Yes,Downloaded Brochure,95,0
595,Social Media,216,20,No,Contacted Support,73,1
596,Referral,95,41,No,Clicked Ad,10,1
597,Referral,344,5,Yes,Clicked Ad,19,0
598,Website,409,34,No,Submitted Form,39,0
599,Social Media,151,9,Yes,Clicked Ad,16,0
600,Website,85,3,Yes,Submitted Form,71,0
601,Referral,47,41,No,Downloaded Brochure,65,1
602,Email,421,15,Yes,Downloaded Brochure,92,1
603,Cold Call,491,46,No,Submitted Form,63,0
604,Email,185,49,Yes,Downloaded Brochure,78,0
605,Website,231,34,Yes,Submitted Form,28,1
606,Website,172,35,Yes,Clicked Ad,20,0
607,Website,259,13,No,Submitted Form,52,1
608,Website,408,19,No,Clicked Ad,11,0
609,Referral,387,42,No,Submitted Form,49,0
610,Social Media,381,4,Yes,Contacted Support,60,0
611,Cold Call,103,13,No,Contacted Support,44,0
612,Email,384,42,Yes,Downloaded Brochure,12,0
613,Social Media,196,44,Yes,Submitted Form,96,0
614,Email,466,26,Yes,Submitted Form,29,1
615,Email,325,9,No,Downloaded Brochure,23,0
616,Cold Call,445,8,No,Clicked Ad,99,0
617,Email,345,12,No,Clicked Ad,36,0
618,Cold Call,190,8,No,Downloaded Brochure,40,0
619,Referral,152,15,Yes,Downloaded Brochure,44,1
620,Referral,293,20,No,Contacted Support,49,0
621,Referral,283,2,No,Submitted Form,92,1
622,Referral,107,6,No,Submitted Form,83,0
623,Cold Call,396,31,No,Clicked Ad,32,1
624,Website,456,16,Yes,Downloaded Brochure,25,0
625,Website,236,41,Yes,Contacted Support,15,1
626,Social Media,255,42,No,Contacted Support,48,0
627,Email,417,11,Yes,Contacted Support,66,0
628,Website,28,9,Yes,Submitted Form,63,0
629,Referral,59,27,Yes,Downloaded Brochure,75,0
630,Email,282,23,No,Submitted Form,96,0
631,Website,248,6,Yes,Submitted Form,39,1
632,Cold Call,422,9,Yes,Downloaded Brochure,66,0
633,Website,278,27,No,Downloaded Brochure,61,0
634,Website,238,32,No,Submitted Form,35,0
635,Social Media,228,26,No,Clicked Ad,87,0
636,Email,325,17,Yes,Clicked Ad,95,0
637,Social Media,132,15,Yes,Submitted Form,93,0
638,Email,289,12,No,Submitted Form,42,0
639,Social Media,149,5,No,Contacted Support,34,0
640,Referral,64,4,No,Clicked Ad,68,0
641,Social Media,108,26,Yes,Contacted Support,11,1
642,Referral,114,41,Yes,Downloaded Brochure,72,1
643,Website,391,13,Yes,Downloaded Brochure,22,1
644,Social Media,77,37,Yes,Clicked Ad,83,0
645,Referral,495,9,Yes,Contacted Support,51,0
646,Website,403,6,Yes,Downloaded Brochure,80,0
647,Social Media,191,43,No,Clicked Ad,77,0
648,Social Media,337,10,No,Downloaded Brochure,67,0
649,Social Media,345,26,Yes,Downloaded Brochure,23,1
650,Social Media,312,47,No,Clicked Ad,72,1
651,Social Media,172,35,No,Contacted Support,47,0
652,Referral,360,8,No,Clicked Ad,40,0
653,Referral,116,14,Yes,Submitted Form,84,0
654,Email,449,29,No,Clicked Ad,92,0
655,Website,253,26,Yes,Submitted Form,72,0
656,Cold Call,244,30,Yes,Submitted Form,37,0
657,Cold Call,325,37,No,Clicked Ad,59,0
658,Cold Call,307,23,Yes,Submitted Form,28,0
659,Referral,281,5,Yes,Submitted Form,34,0
660,Referral,346,31,Yes,Downloaded Brochure,32,0
661,Email,234,13,Yes,Contacted Support,91,1
662,Website,192,11,No,Downloaded Brochure,22,0
663,Referral,132,34,Yes,Contacted Support,43,1
664,Social Media,372,45,Yes,Clicked Ad,77,0
665,Email,340,22,No,Submitted Form,91,0
666,Social Media,331,1,Yes,Contacted Support,26,1
667,Email,98,37,Yes,Submitted Form,66,0
668,Cold Call,423,13,Yes,Clicked Ad,29,1
669,Referral,271,5,No,Contacted Support,87,0
670,Cold Call,488,27,Yes,Submitted Form,54,0
671,Cold Call,148,8,Yes,Downloaded Brochure,11,0
672,Website,47,21,No,Contacted Support,39,1
673,Email,180,17,No,Downloaded Brochure,97,0
674,Social Media,136,44,Yes,Clicked Ad,17,0
675,Email,382,12,Yes,Submitted Form,57,1
676,Cold Call,7,40,No,Contacted Support,62,0
677,Referral,101,9,Yes,Submitted Form,45,1
678,Cold Call,236,39,Yes,Clicked Ad,76,0
679,Cold Call,165,18,No,Submitted Form,82,0
680,Website,58,38,Yes,Downloaded Brochure,26,0
681,Referral,108,36,No,Clicked Ad,70,0
682,Referral,486,11,No,Submitted Form,60,0
683,Referral,452,10,Yes,Submitted Form,87,0
684,Cold Call,366,33,No,Submitted Form,37,0
685,Email,478,16,No,Clicked Ad,57,0
686,Email,445,42,Yes,Submitted Form,33,0
687,Social Media,325,21,No,Contacted Support,50,0
688,Cold Call,445,8,No,Contacted Support,95,0
689,Cold Call,342,32,Yes,Downloaded Brochure,36,0
690,Referral,450,33,Yes,Downloaded Brochure,72,0
691,Referral,362,22,Yes,Clicked Ad,60,0
692,Cold Call,268,23,No,Downloaded Brochure,77,0
693,Cold Call,197,9,No,Downloaded Brochure,69,0
694,Social Media,405,34,No,Contacted Support,67,0
695,Cold Call,126,41,No,Contacted Support,91,0
696,Website,214,1,No,Contacted Support,40,0
697,Cold Call,247,44,Yes,Downloaded Brochure,73,1
698,Website,33,36,Yes,Contacted Support,38,0
699,Cold Call,436,6,Yes,Clicked Ad,19,0
700,Website,345,10,No,Submitted Form,44,0
701,Website,132,31,No,Submitted Form,77,0
702,Cold Call,364,16,No,Clicked Ad,42,0
703,Email,312,8,No,Downloaded Brochure,70,0
704,Referral,278,42,No,Downloaded Brochure,10,1
705,Email,263,44,Yes,Contacted Support,36,0
706,Cold Call,69,10,Yes,Submitted Form,73,1
707,Email,123,19,Yes,Downloaded Brochure,74,0
708,Website,324,27,No,Submitted Form,30,0
709,Cold Call,23,14,Yes,Contacted Support,98,1
710,Social Media,123,30,No,Downloaded Brochure,22,1
711,Referral,101,6,No,Clicked Ad,72,0
712,Referral,194,23,No,Submitted Form,51,0
713,Cold Call,209,22,No,Clicked Ad,22,1
714,Social Media,340,16,No,Contacted Support,58,0
715,Social Media,293,29,Yes,Submitted Form,32,0
716,Cold Call,44,30,Yes,Downloaded Brochure,27,0
717,Email,46,13,Yes,Clicked Ad,16,0
718,Referral,305,9,Yes,Submitted Form,72,0
719,Referral,453,19,No,Contacted Support,85,0
720,Email,284,39,No,Downloaded Brochure,95,0
721,Website,57,44,Yes,Clicked Ad,34,0
722,Website,398,27,No,Downloaded Brochure,95,0
723,Social Media,14,47,No,Contacted Support,34,1
724,Email,45,14,No,Clicked Ad,40,0
725,Email,308,37,No,Contacted Support,54,0
726,Cold Call,72,46,No,Downloaded Brochure,74,0
727,Referral,364,37,No,Submitted Form,25,0
728,Social Media,362,31,Yes,Downloaded Brochure,23,0
729,Referral,177,23,No,Submitted Form,33,0
730,Website,340,27,No,Contacted Support,47,0
731,Referral,249,9,No,Contacted Support,41,0
732,Referral,351,17,Yes,Clicked Ad,60,0
733,Website,41,47,Yes,Downloaded Brochure,69,1
734,Website,7,28,Yes,Downloaded Brochure,59,0
735,Referral,11,34,Yes,Downloaded Brochure,94,0
736,Website,120,16,No,Clicked Ad,32,0
737,Email,192,41,No,Submitted Form,73,0
738,Referral,19,6,Yes,Submitted Form,39,0
739,Website,98,31,Yes,Submitted Form,63,0
740,Referral,33,35,Yes,Submitted Form,43,0
741,Cold Call,419,38,No,Submitted Form,10,0
742,Website,495,24,No,Clicked Ad,35,1
743,Website,261,34,No,Submitted Form,98,1
744,Email,32,11,No,Clicked Ad,32,0
745,Email,117,24,Yes,Clicked Ad,39,0
746,Website,359,31,Yes,Clicked Ad,56,1
747,Referral,322,45,Yes,Downloaded Brochure,56,0
748,Email,386,10,No,Contacted Support,46,0
749,Email,372,42,No,Contacted Support,45,0
750,Social Media,37,1,Yes,Contacted Support,68,0
751,Cold Call,128,4,Yes,Downloaded Brochure,15,0
752,Cold Call,278,43,Yes,Clicked Ad,33,0
753,Referral,266,37,No,Contacted Support,81,0
754,Social Media,128,12,No,Contacted Support,97,0
755,Cold Call,266,32,No,Clicked Ad,80,1
756,Referral,326,33,No,Submitted Form,45,0
757,Email,182,24,Yes,Downloaded Brochure,83,0
758,Cold Call,7,4,No,Clicked Ad,38,1
759,Referral,45,20,No,Downloaded Brochure,80,1
760,Referral,366,18,No,Submitted Form,12,0
761,Social Media,395,2,No,Downloaded Brochure,51,1
762,Email,206,25,Yes,Downloaded Brochure,16,0
763,Website,197,6,Yes,Clicked Ad,78,0
764,Social Media,201,40,Yes,Contacted Support,90,0
765,Email,419,34,No,Clicked Ad,19,0
766,Social Media,283,26,No,Downloaded Brochure,89,0
767,Social Media,320,6,No,Submitted Form,30,1
768,Cold Call,321,18,Yes,Contacted Support,51,0
769,Email,157,25,No,Contacted Support,79,0
770,Email,387,37,No,Contacted Support,96,0
771,Cold Call,80,12,Yes,Contacted Support,30,0
772,Email,158,47,Yes,Clicked Ad,31,0
773,Cold Call,408,43,Yes,Downloaded Brochure,45,0
774,Website,191,42,Yes,Submitted Form,55,0
775,Cold Call,378,35,No,Downloaded Brochure,69,0
776,Website,224,25,No,Downloaded Brochure,21,1
777,Cold Call,276,40,No,Contacted Support,66,0
778,Social Media,86,24,Yes,Submitted Form,61,0
779,Email,69,10,Yes,Submitted Form,15,0
780,Cold Call,133,6,No,Contacted Support,38,0
781,Social Media,57,46,Yes,Clicked Ad,78,0
782,Cold Call,74,44,Yes,Clicked Ad,26,0
783,Social Media,433,37,Yes,Contacted Support,71,0
784,Social Media,122,38,Yes,Contacted Support,12,1
785,Email,324,26,Yes,Clicked Ad,14,0
786,Referral,186,10,Yes,Submitted Form,84,0
787,Website,434,23,No,Contacted Support,90,0
788,Cold Call,237,26,No,Clicked Ad,17,1
789,Referral,248,36,No,Downloaded Brochure,91,0
790,Cold Call,293,18,No,Downloaded Brochure,11,0
791,Cold Call,147,3,Yes,Contacted Support,37,0
792,Social Media,308,1,No,Contacted Support,90,0
793,Website,438,44,Yes,Downloaded Brochure,78,1
794,Website,67,38,No,Clicked Ad,85,0
795,Social Media,442,34,No,Clicked Ad,68,1
796,Referral,129,30,Yes,Clicked Ad,64,0
797,Social Media,41,48,No,Contacted Support,94,1
798,Cold Call,174,49,Yes,Clicked Ad,90,0
799,Email,126,32,No,Clicked Ad,54,1
800,Website,132,31,Yes,Clicked Ad,85,0
801,Referral,193,15,No,Downloaded Brochure,91,0
802,Email,227,47,No,Submitted Form,56,1
803,Social Media,486,24,No,Downloaded Brochure,17,0
804,Social Media,292,41,No,Submitted Form,69,1
805,Referral,245,3,No,Downloaded Brochure,11,0
806,Social Media,389,19,Yes,Clicked Ad,27,0
807,Referral,38,8,Yes,Clicked Ad,18,0
808,Referral,150,25,No,Downloaded Brochure,27,1
809,Referral,382,2,No,Contacted Support,74,0
810,Email,424,34,No,Contacted Support,85,1
811,Social Media,172,41,Yes,Downloaded Brochure,67,1
812,Cold Call,496,4,No,Contacted Support,73,0
813,Referral,258,43,Yes,Downloaded Brochure,46,0
814,Email,315,16,No,Submitted Form,18,0
815,Email,405,21,No,Clicked Ad,93,0
816,Referral,433,20,No,Submitted Form,85,0
817,Referral,182,10,No,Downloaded Brochure,44,0
818,Email,485,27,Yes,Submitted Form,12,0
819,Website,19,29,Yes,Contacted Support,59,0
820,Email,368,28,Yes,Submitted Form,32,0
821,Social Media,253,15,Yes,Submitted Form,71,0
822,Social Media,113,12,Yes,Downloaded Brochure,28,0
823,Referral,153,1,No,Submitted Form,56,1
824,Social Media,391,9,No,Contacted Support,58,1
825,Email,409,27,Yes,Clicked Ad,18,0
826,Referral,408,48,Yes,Clicked Ad,17,0
827,Referral,101,36,No,Contacted Support,63,0
828,Cold Call,353,36,No,Downloaded Brochure,99,1
829,Referral,403,19,No,Downloaded Brochure,47,0
830,Email,382,28,Yes,Submitted Form,86,0
831,Website,412,31,No,Clicked Ad,49,0
832,Referral,13,19,Yes,Clicked Ad,69,1
833,Social Media,366,16,Yes,Clicked Ad,79,0
834,Cold Call,53,3,No,Contacted Support,17,0
835,Social Media,395,6,Yes,Downloaded Brochure,95,0
836,Referral,492,47,Yes,Submitted Form,45,0
837,Referral,228,45,No,Downloaded Brochure,82,0
838,Website,1,41,Yes,Downloaded Brochure,82,0
839,Cold Call,134,47,Yes,Downloaded Brochure,90,0
840,Email,351,48,No,Contacted Support,27,0
841,Cold Call,102,9,Yes,Downloaded Brochure,22,1
842,Email,228,20,Yes,Contacted Support,80,0
843,Email,226,19,Yes,Submitted Form,24,0
844,Email,443,10,Yes,Contacted Support,75,1
845,Social Media,133,1,Yes,Downloaded Brochure,88,0
846,Email,221,22,No,Clicked Ad,83,1
847,Social Media,334,14,Yes,Clicked Ad,63,0
848,Cold Call,43,5,Yes,Downloaded Brochure,92,1
849,Social Media,227,11,No,Clicked Ad,14,1
850,Social Media,18,41,No,Submitted Form,77,0
851,Email,346,25,No,Clicked Ad,42,0
852,Email,189,11,No,Contacted Support,85,0
853,Social Media,135,4,No,Submitted Form,89,0
854,Email,88,47,Yes,Clicked Ad,17,0
855,Social Media,17,49,Yes,Submitted Form,61,0
856,Referral,489,25,Yes,Submitted Form,68,1
857,Cold Call,64,21,Yes,Contacted Support,35,0
858,Email,457,4,Yes,Clicked Ad,73,0
859,Email,253,18,No,Clicked Ad,17,1
860,Email,467,17,Yes,Clicked Ad,67,0
861,Email,61,15,No,Contacted Support,99,0
862,Website,210,4,No,Clicked Ad,43,0
863,Referral,438,24,No,Clicked Ad,98,1
864,Cold Call,420,27,Yes,Submitted Form,35,1
865,Social Media,24,5,No,Contacted Support,50,0
866,Referral,447,31,No,Clicked Ad,72,0
867,Website,186,14,No,Contacted Support,46,0
868,Referral,226,45,Yes,Clicked Ad,11,0
869,Website,187,43,Yes,Downloaded Brochure,47,0
870,Referral,342,49,Yes,Contacted Support,81,0
871,Social Media,370,48,Yes,Contacted Support,14,0
872,Referral,448,4,Yes,Submitted Form,46,1
873,Referral,154,10,No,Downloaded Brochure,65,0
874,Website,362,20,Yes,Submitted Form,29,1
875,Referral,387,10,Yes,Downloaded Brochure,59,1
876,Email,392,24,Yes,Contacted Support,21,1
877,Referral,294,44,No,Contacted Support,59,1
878,Cold Call,255,7,No,Submitted Form,23,0
879,Social Media,155,38,No,Downloaded Brochure,61,0
880,Cold Call,372,47,Yes,Clicked Ad,34,1
881,Social Media,474,35,Yes,Downloaded Brochure,66,0
882,Email,394,25,No,Downloaded Brochure,36,1
883,Cold Call,131,12,No,Clicked Ad,23,0
884,Website,385,48,Yes,Clicked Ad,61,0
885,Social Media,299,40,No,Submitted Form,16,1
886,Social Media,422,6,Yes,Submitted Form,36,1
887,Referral,119,44,No,Submitted Form,51,1
888,Email,467,42,Yes,Submitted Form,68,0
889,Referral,2,29,Yes,Downloaded Brochure,88,1
890,Website,302,27,No,Clicked Ad,11,1
891,Social Media,436,27,No,Downloaded Brochure,78,0
892,Cold Call,265,18,No,Submitted Form,71,0
893,Email,312,6,No,Downloaded Brochure,43,0
894,Website,281,9,Yes,Downloaded Brochure,38,0
895,Email,159,24,No,Clicked Ad,22,0
896,Website,120,38,No,Downloaded Brochure,19,1
897,Cold Call,354,17,No,Contacted Support,94,0
898,Website,64,6,Yes,Submitted Form,47,0
899,Referral,64,28,No,Downloaded Brochure,76,0
900,Social Media,90,47,Yes,Contacted Support,35,0
901,Cold Call,324,45,No,Downloaded Brochure,68,1
902,Referral,472,47,No,Contacted Support,92,1
903,Referral,408,22,Yes,Clicked Ad,53,1
904,Referral,32,21,No,Clicked Ad,98,1
905,Email,86,6,No,Downloaded Brochure,73,0
906,Website,95,15,No,Submitted Form,45,0
907,Referral,76,2,No,Clicked Ad,73,1
908,Cold Call,337,40,No,Submitted Form,83,0
909,Cold Call,205,20,No,Downloaded Brochure,61,1
910,Website,177,7,Yes,Downloaded Brochure,41,0
911,Email,201,9,No,Submitted Form,58,1
912,Email,294,30,Yes,Submitted Form,18,0
913,Website,206,16,No,Submitted Form,71,0
914,Cold Call,475,48,No,Clicked Ad,67,0
915,Website,408,19,No,Submitted Form,30,0
916,Cold Call,20,47,No,Clicked Ad,24,0
917,Email,487,44,No,Downloaded Brochure,43,0
918,Email,256,23,Yes,Contacted Support,48,0
919,Website,444,24,No,Contacted Support,86,1
920,Social Media,319,9,No,Downloaded Brochure,86,1
921,Referral,371,41,No,Contacted Support,57,0
922,Referral,173,36,No,Contacted Support,16,0
923,Referral,440,35,No,Submitted Form,89,0
924,Website,154,40,No,Clicked Ad,16,1
925,Cold Call,355,17,No,Downloaded Brochure,83,1
926,Email,89,13,No,Submitted Form,42,0
927,Website,351,42,Yes,Clicked Ad,66,0
928,Social Media,106,36,No,Contacted Support,60,0
929,Cold Call,346,13,Yes,Submitted Form,68,0
930,Cold Call,485,41,No,Contacted Support,70,0
931,Website,26,28,No,Contacted Support,23,1
932,Email,494,34,No,Clicked Ad,15,0
933,Social Media,3,33,No,Submitted Form,77,0
934,Email,11,15,Yes,Contacted Support,75,0
935,Referral,401,49,Yes,Clicked Ad,83,0
936,Referral,53,30,Yes,Clicked Ad,26,0
937,Cold Call,332,32,Yes,Downloaded Brochure,76,0
938,Email,134,11,No,Submitted Form,34,0
939,Social Media,126,47,Yes,Clicked Ad,66,0
940,Website,195,26,Yes,Submitted Form,59,0
941,Cold Call,401,18,Yes,Clicked Ad,30,0
942,Website,174,35,Yes,Downloaded Brochure,69,0
943,Website,318,10,Yes,Clicked Ad,25,1
944,Referral,350,36,Yes,Clicked Ad,45,0
945,Website,331,4,No,Submitted Form,24,1
946,Website,378,33,No,Clicked Ad,37,1
947,Social Media,343,8,Yes,Contacted Support,46,1
948,Email,224,11,No,Contacted Support,75,1
949,Social Media,206,41,Yes,Contacted Support,44,1
950,Cold Call,429,49,Yes,Clicked Ad,96,0
951,Website,279,8,No,Downloaded Brochure,62,0
952,Email,82,40,No,Downloaded Brochure,28,0
953,Social Media,408,35,No,Downloaded Brochure,94,1
954,Website,395,19,No,Downloaded Brochure,30,0
955,Referral,167,35,No,Clicked Ad,48,0
956,Email,470,11,No,Submitted Form,40,0
957,Website,430,36,Yes,Downloaded Brochure,45,0
958,Cold Call,279,42,No,Submitted Form,68,1
959,Referral,110,7,No,Downloaded Brochure,52,0
960,Email,264,21,No,Downloaded Brochure,78,1
961,Cold Call,110,24,No,Contacted Support,27,0
962,Cold Call,262,8,No,Clicked Ad,66,0
963,Website,78,16,No,Contacted Support,32,1
964,Email,83,24,Yes,Submitted Form,37,0
965,Website,343,29,Yes,Submitted Form,73,0
966,Social Media,479,40,No,Downloaded Brochure,23,0
967,Referral,485,40,No,Clicked Ad,50,1
968,Social Media,80,46,No,Contacted Support,30,0
969,Email,28,27,Yes,Submitted Form,44,0
970,Cold Call,40,21,Yes,Submitted Form,10,0
971,Website,381,30,No,Contacted Support,28,0
972,Website,183,3,No,Clicked Ad,86,0
973,Website,359,17,No,Submitted Form,73,0
974,Cold Call,34,33,Yes,Downloaded Brochure,48,0
975,Email,61,19,No,Clicked Ad,90,1
976,Cold Call,183,35,Yes,Contacted Support,74,0
977,Email,152,26,Yes,Downloaded Brochure,81,1
978,Social Media,138,24,No,Submitted Form,49,0
979,Social Media,42,36,No,Contacted Support,60,0
980,Email,303,2,No,Contacted Support,20,0
981,Cold Call,22,35,No,Clicked Ad,63,0
982,Referral,287,14,No,Contacted Support,25,0
983,Social Media,290,42,No,Contacted Support,68,0
984,Email,434,42,Yes,Clicked Ad,23,1
985,Cold Call,388,10,No,Downloaded Brochure,62,0
986,Email,211,25,Yes,Downloaded Brochure,47,0
987,Social Media,327,10,No,Contacted Support,43,1
988,Email,171,2,Yes,Clicked Ad,13,0
989,Email,98,48,Yes,Downloaded Brochure,19,0
990,Referral,362,30,Yes,Contacted Support,58,0
991,Referral,29,49,Yes,Submitted Form,84,0
992,Email,398,39,No,Contacted Support,98,0
993,Cold Call,35,2,Yes,Contacted Support,36,0
994,Referral,168,24,No,Clicked Ad,97,0
995,Email,438,21,No,Contacted Support,19,0
996,Website,202,36,No,Downloaded Brochure,35,0
997,Referral,249,43,No,Downloaded Brochure,58,0
998,Email,249,34,No,Downloaded Brochure,29,0
999,Referral,144,4,Yes,Contacted Support,57,0
1000,Referral,323,47,No,Clicked Ad,31,0
